da,naics,countOsm,countStatcan,osmCompleteness
24760079,111,1,1,1.0
24760079,112,1,2,0.5
24760079,44512,1,0,inf
24760079,44711,1,1,1.0
24760079,71393,1,1,1.0
24760079,81293,3,0,inf
24760079,721211,1,0,inf
24810372,71212,1,0,inf
24710202,8131,1,1,1.0
24710137,6111,1,0,inf
24710137,71393,1,0,inf
24760082,447,2,2,1.0
24760082,4411,1,1,1.0
24760082,4453,1,0,inf
24760082,6111,1,0,inf
24760082,44411,1,1,1.0
24760082,44511,1,1,1.0
24760082,44512,3,1,3.0
24760082,44711,3,1,3.0
24760082,51213,1,0,inf
24760082,71321,1,0,inf
24760082,81293,2,0,inf
24760082,445291,1,0,inf
24760082,532112,1,0,inf
24760082,722511,2,1,2.0
24760092,71212,1,0,inf
24760092,81293,1,0,inf
35060078,447,1,0,inf
35060078,4531,1,0,inf
35060078,8123,1,0,inf
35060078,44512,1,0,inf
35060078,44711,1,0,inf
35060078,52421,1,0,inf
35060078,54194,1,0,inf
35060078,81293,1,0,inf
35060078,722512,1,0,inf
35060080,8131,1,0,inf
35060080,81293,1,0,inf
35060081,81293,1,0,inf
35060082,81293,1,0,inf
35060089,111,35,1,35.0
35060089,112,35,0,inf
35060089,447,1,2,0.5
35060089,491,1,0,inf
35060089,6111,3,0,inf
35060089,8131,3,1,3.0
35060089,44131,1,1,1.0
35060089,44314,1,1,1.0
35060089,44411,1,1,1.0
35060089,44512,1,0,inf
35060089,44711,1,2,0.5
35060089,45391,1,1,1.0
35060089,71391,1,1,1.0
35060089,81293,29,0,inf
35060089,722511,2,2,1.0
35060089,722512,3,2,1.5
35060090,81293,1,0,inf
35060093,447,1,0,inf
35060093,8123,1,0,inf
35060093,44512,1,0,inf
35060093,44711,1,0,inf
35060093,45391,1,0,inf
35060093,445291,1,0,inf
35060093,722512,1,1,1.0
35060093,812114,1,0,inf
35060094,6111,3,0,inf
35060094,81293,5,0,inf
35010359,6111,1,0,inf
35010359,44131,1,2,0.5
35010359,44221,1,1,1.0
35010359,44611,1,2,0.5
35010359,52421,1,3,0.3333333333333333
35010359,71394,1,1,1.0
35010359,81293,2,0,inf
35010359,541212,1,4,0.25
35010359,722512,2,6,0.3333333333333333
24800091,8131,1,0,inf
24800091,44512,1,1,1.0
24800091,44523,1,0,inf
24800091,44711,1,0,inf
24800091,81293,1,0,inf
35020102,447,2,2,1.0
35020102,44512,1,2,0.5
35020102,44711,1,2,0.5
35020102,721211,1,1,1.0
35020102,722512,1,1,1.0
35020103,447,1,0,inf
35020103,491,1,0,inf
35020103,8131,1,0,inf
35020103,44512,1,0,inf
35020103,44711,1,0,inf
35020103,51912,1,0,inf
35020103,721211,1,0,inf
24800087,71393,2,0,inf
24800087,81293,1,0,inf
24800087,721211,1,0,inf
24810263,2211,2,0,inf
24810298,22132,1,0,inf
24810298,71211,1,2,0.5
35061791,4482,1,1,1.0
35061791,5221,1,0,inf
35061791,5613,1,0,inf
35061791,7224,2,0,inf
35061791,44611,1,1,1.0
35061791,81293,2,1,2.0
35061791,451310,1,0,inf
35061791,722512,7,1,7.0
35061791,812114,3,0,inf
35061791,812115,2,0,inf
35061792,4453,1,0,inf
35061792,6111,1,0,inf
35061792,44511,1,1,1.0
35061792,45112,1,0,inf
35061792,81293,3,0,inf
35061792,722511,1,0,inf
35061792,812114,2,0,inf
35061793,447,2,0,inf
35061793,491,2,0,inf
35061793,4481,1,1,1.0
35061793,5221,1,2,0.5
35061793,7224,1,0,inf
35061793,8123,1,0,inf
35061793,8131,3,0,inf
35061793,44512,2,0,inf
35061793,44611,3,2,1.5
35061793,44612,1,0,inf
35061793,44711,2,0,inf
35061793,45114,1,1,1.0
35061793,56151,1,1,1.0
35061793,72111,1,2,0.5
35061793,72112,1,0,inf
35061793,81293,13,0,inf
35061793,445291,1,0,inf
35061793,451310,2,0,inf
35061793,522291,1,1,1.0
35061793,541213,2,1,2.0
35061793,541514,1,4,0.25
35061793,721198,1,0,inf
35061793,722511,7,6,1.1666666666666667
35061793,722512,7,6,1.1666666666666667
35061793,812114,5,1,5.0
35061794,8111,1,1,1.0
35061794,8131,1,0,inf
35061794,44511,1,1,1.0
35061794,44512,1,0,inf
35061794,44711,1,0,inf
35061794,51213,1,1,1.0
35061794,51912,1,0,inf
35061794,54111,1,0,inf
35061794,54131,1,1,1.0
35061794,71212,1,0,inf
35061794,72111,1,1,1.0
35061794,72112,1,0,inf
35061794,81293,5,1,5.0
35061794,451310,1,0,inf
35061794,722511,3,0,inf
35061794,812114,1,0,inf
35061794,812115,1,0,inf
35061795,44611,1,1,1.0
35061795,81293,1,0,inf
35061795,722511,1,1,1.0
35061795,812114,2,0,inf
35061796,6111,4,0,inf
35061796,44314,1,1,1.0
35061796,45112,1,0,inf
35061796,72111,1,2,0.5
35061796,72112,1,0,inf
35061796,81293,4,0,inf
35061796,812114,2,0,inf
35061797,6111,1,1,1.0
35061797,81293,3,0,inf
35061798,81293,2,0,inf
35061799,8123,1,0,inf
35061799,44512,1,1,1.0
35061799,44711,1,0,inf
35061799,722511,2,0,inf
35061799,812114,1,0,inf
35061799,812115,1,0,inf
35061800,44512,1,0,inf
35061800,44711,1,0,inf
35061800,81293,1,0,inf
35061801,445291,1,0,inf
35061801,722511,1,0,inf
35061802,6111,1,0,inf
35061802,81293,4,0,inf
35061803,722511,1,1,1.0
35061804,447,2,0,inf
35061804,517,1,0,inf
35061804,4531,1,1,1.0
35061804,5613,1,1,1.0
35061804,6111,2,1,2.0
35061804,7224,2,0,inf
35061804,8111,2,0,inf
35061804,44413,1,1,1.0
35061804,44512,2,0,inf
35061804,44611,1,0,inf
35061804,44711,2,0,inf
35061804,52421,3,2,1.5
35061804,54194,1,1,1.0
35061804,71394,3,1,3.0
35061804,81293,50,0,inf
35061804,541514,27,15,1.8
35061804,722511,2,4,0.5
35061804,722512,4,0,inf
35061804,811192,2,0,inf
35070195,447,1,0,inf
35070195,491,1,0,inf
35070195,4421,1,0,inf
35070195,4481,1,0,inf
35070195,5221,2,1,2.0
35070195,8111,1,5,0.2
35070195,44131,1,2,0.5
35070195,44511,2,1,2.0
35070195,44512,1,0,inf
35070195,44521,1,1,1.0
35070195,44611,1,1,1.0
35070195,44711,1,0,inf
35070195,45321,1,0,inf
35070195,45391,1,0,inf
35070195,51213,1,0,inf
35070195,56151,1,1,1.0
35070195,71391,1,1,1.0
35070195,72111,4,4,1.0
35070195,72112,4,0,inf
35070195,81293,42,0,inf
35070195,452110,1,0,inf
35070195,522291,2,0,inf
35070195,722511,5,3,1.6666666666666667
35070195,722512,8,5,1.6
35070195,812114,1,0,inf
35070196,8131,1,1,1.0
35070196,81293,3,0,inf
35070197,8111,2,1,2.0
35070197,81293,9,0,inf
35070197,812115,1,1,1.0
24840038,8131,1,0,inf
24840039,447,1,0,inf
24840039,2211,1,0,inf
24840039,4453,1,0,inf
24840039,72111,1,0,inf
24840039,72112,1,0,inf
35070198,4411,1,1,1.0
35070198,6111,1,0,inf
35070198,81293,10,0,inf
35070198,532112,1,0,inf
35070198,722512,1,2,0.5
35070199,447,1,0,inf
35070199,44512,1,1,1.0
35070199,44611,1,1,1.0
35070199,44711,1,0,inf
35070199,722512,1,1,1.0
35070200,491,1,0,inf
35070200,6111,1,1,1.0
35070200,8131,2,6,0.3333333333333333
35070200,8133,1,0,inf
35070200,8134,1,4,0.25
35070200,81293,1,0,inf
35070200,81392,1,1,1.0
35070200,451310,1,0,inf
35070200,452110,1,0,inf
35070201,491,1,0,inf
35070201,4411,1,0,inf
35070201,4421,2,0,inf
35070201,4453,1,0,inf
35070201,4481,6,4,1.5
35070201,5221,3,4,0.75
35070201,5312,1,1,1.0
35070201,5613,2,3,0.6666666666666666
35070201,7224,2,1,2.0
35070201,8131,2,1,2.0
35070201,44314,1,0,inf
35070201,44512,2,0,inf
35070201,44611,1,1,1.0
35070201,44711,2,0,inf
35070201,45112,1,0,inf
35070201,45322,2,0,inf
35070201,45391,1,0,inf
35070201,45392,1,0,inf
35070201,51912,1,0,inf
35070201,52421,3,1,3.0
35070201,54111,2,5,0.4
35070201,71212,1,0,inf
35070201,71394,1,0,inf
35070201,81293,5,0,inf
35070201,445291,1,0,inf
35070201,451310,1,0,inf
35070201,452110,1,0,inf
35070201,532112,1,0,inf
35070201,541213,1,0,inf
35070201,722511,8,4,2.0
35070201,722512,2,3,0.6666666666666666
35070201,812114,3,0,inf
35070201,812115,2,1,2.0
35070202,4481,2,0,inf
35070202,4482,1,0,inf
35070202,5312,2,2,1.0
35070202,5613,1,1,1.0
35070202,7224,2,0,inf
35070202,22132,1,0,inf
35070202,44512,1,1,1.0
35070202,44711,1,0,inf
35070202,45112,1,1,1.0
35070202,45322,1,0,inf
35070202,71211,1,0,inf
35070202,72111,2,0,inf
35070202,72112,2,0,inf
35070202,81293,3,0,inf
35070202,451310,1,0,inf
35070202,721191,1,0,inf
35070202,722511,3,2,1.5
35070202,722512,3,0,inf
35070202,812114,2,0,inf
35070202,812115,1,0,inf
35070203,4421,1,0,inf
35070203,4481,1,1,1.0
35070203,4482,1,0,inf
35070203,5312,1,1,1.0
35070203,7224,1,0,inf
35070203,8123,2,0,inf
35070203,8131,2,2,1.0
35070203,44422,1,0,inf
35070203,71394,1,0,inf
35070203,81221,1,1,1.0
35070203,721191,1,0,inf
35070203,722511,2,2,1.0
35070203,812114,2,0,inf
35070204,8131,1,0,inf
35070204,721191,1,0,inf
35070206,6111,1,0,inf
35070206,44611,1,0,inf
35070206,81221,1,1,1.0
35070206,81293,7,0,inf
35070207,6111,1,0,inf
35070207,8111,1,2,0.5
35070207,81293,5,0,inf
35070208,81293,10,0,inf
35070209,8131,1,0,inf
35070209,81293,1,0,inf
35070209,445292,1,0,inf
35070209,722511,1,1,1.0
35070210,8131,2,1,2.0
35070210,44512,1,1,1.0
35070210,44711,1,0,inf
35070210,52421,1,1,1.0
35070210,71394,1,1,1.0
35070210,81293,21,0,inf
35070210,452110,1,0,inf
35070210,812115,1,2,0.5
35061855,447,1,0,inf
35061855,491,1,0,inf
35061855,4411,1,0,inf
35061855,8131,1,0,inf
35061855,44512,1,0,inf
35061855,44711,1,0,inf
35061855,45391,1,0,inf
35061855,52421,1,0,inf
35061855,54111,1,0,inf
35061855,54194,1,0,inf
35061855,81293,2,0,inf
35061855,532112,1,0,inf
35061855,722511,1,0,inf
35061855,722512,1,0,inf
35061855,812114,1,0,inf
35061856,8131,1,1,1.0
35061856,71212,1,0,inf
35061856,81293,2,0,inf
35061857,81293,1,0,inf
35061859,111,7,0,inf
35061859,112,7,0,inf
35061859,6111,4,0,inf
35061859,8131,1,0,inf
35061859,81293,6,0,inf
35061860,111,45,2,22.5
35061860,112,45,1,45.0
35061860,6111,1,0,inf
35061860,8131,2,0,inf
35061860,71211,1,1,1.0
35061860,71311,1,0,inf
35061860,71391,1,0,inf
35061860,81293,6,0,inf
35061862,6111,1,0,inf
35061862,71212,1,0,inf
35061862,81293,8,0,inf
35061862,722511,1,0,inf
35061863,4481,5,1,5.0
35061863,4482,1,1,1.0
35061863,5221,1,1,1.0
35061863,6111,1,0,inf
35061863,7224,1,0,inf
35061863,8131,4,1,4.0
35061863,8133,1,0,inf
35061863,8134,1,2,0.5
35061863,44314,1,0,inf
35061863,44521,1,0,inf
35061863,44611,1,0,inf
35061863,45322,2,0,inf
35061863,45391,1,0,inf
35061863,54111,4,2,2.0
35061863,54181,1,0,inf
35061863,54194,1,1,1.0
35061863,56151,1,0,inf
35061863,81221,1,1,1.0
35061863,81293,17,0,inf
35061863,81392,1,0,inf
35061863,541212,1,0,inf
35061863,722511,5,6,0.8333333333333334
35061863,722512,1,2,0.5
35061863,812115,2,1,2.0
35061864,4411,2,3,0.6666666666666666
35061864,4421,1,1,1.0
35061864,4453,1,0,inf
35061864,4481,6,5,1.2
35061864,4482,1,0,inf
35061864,5221,2,1,2.0
35061864,6111,3,0,inf
35061864,7224,2,0,inf
35061864,8111,5,2,2.5
35061864,8131,2,2,1.0
35061864,8133,1,0,inf
35061864,8134,1,0,inf
35061864,44314,1,1,1.0
35061864,44422,1,0,inf
35061864,44511,1,0,inf
35061864,45112,2,0,inf
35061864,45114,1,0,inf
35061864,45391,1,1,1.0
35061864,54131,1,0,inf
35061864,54181,3,0,inf
35061864,56151,1,0,inf
35061864,71212,1,0,inf
35061864,71394,2,0,inf
35061864,81293,22,0,inf
35061864,81392,1,0,inf
35061864,442291,1,1,1.0
35061864,532112,2,0,inf
35061864,541212,1,3,0.3333333333333333
35061864,541514,3,5,0.6
35061864,722511,5,5,1.0
35061864,722512,3,2,1.5
35061864,812114,4,1,4.0
35061864,812115,2,2,1.0
35061865,81293,6,0,inf
35061867,81293,1,0,inf
35010262,4421,1,2,0.5
35010262,6111,2,0,inf
35010269,1114,1,0,inf
35010269,6111,2,0,inf
35010269,8133,1,0,inf
35010269,8134,1,0,inf
35010269,81392,1,0,inf
35070260,447,1,0,inf
35070260,8131,2,3,0.6666666666666666
35010257,8131,2,3,0.6666666666666666
35010257,71391,1,1,1.0
35010258,8131,1,0,inf
35010259,8131,1,0,inf
35010260,447,2,1,2.0
35010260,8131,1,2,0.5
35010261,447,1,0,inf
35010261,44511,1,1,1.0
35010261,52421,1,0,inf
35010261,81293,3,0,inf
35010261,452110,1,0,inf
35010261,722512,1,0,inf
35010288,44512,1,0,inf
35010288,44521,1,1,1.0
35010288,44711,1,0,inf
35010288,51912,1,0,inf
35010288,452110,1,0,inf
35070303,44422,3,0,inf
35061552,447,2,1,2.0
35061552,491,1,0,inf
35061552,5221,3,1,3.0
35061552,7224,1,0,inf
35061552,8111,1,2,0.5
35061552,44132,1,0,inf
35061552,44511,1,0,inf
35061552,44512,1,0,inf
35061552,44611,1,0,inf
35061552,44612,1,1,1.0
35061552,44711,1,0,inf
35061552,45112,1,0,inf
35061552,45391,1,0,inf
35061552,56151,1,0,inf
35061552,71212,1,0,inf
35061552,81293,25,0,inf
35061552,446191,1,0,inf
35061552,722511,2,4,0.5
35061552,722512,5,4,1.25
35061552,812114,2,0,inf
35061552,812115,1,0,inf
35061444,8111,1,3,0.3333333333333333
35061444,71391,1,0,inf
35061444,81293,1,0,inf
35061444,722511,1,0,inf
35061446,111,4,0,inf
35061446,112,4,0,inf
35061446,721211,1,0,inf
35061447,111,4,0,inf
35061447,112,4,0,inf
35061447,4411,1,0,inf
35061447,8111,1,0,inf
35061447,532112,1,0,inf
35061448,111,3,0,inf
35061448,112,3,0,inf
35061448,8111,1,1,1.0
35061448,44131,1,0,inf
35061448,51912,1,0,inf
35061448,81293,5,0,inf
35061448,721211,1,1,1.0
35061448,811192,1,0,inf
35061449,6111,1,0,inf
35061449,81293,1,0,inf
35061450,111,1,0,inf
35061450,112,1,0,inf
35061450,491,1,0,inf
35061450,4481,1,0,inf
35061450,8131,2,0,inf
35061450,44511,1,1,1.0
35061450,54194,1,1,1.0
35061450,81293,4,0,inf
35061450,722511,1,1,1.0
35061451,111,1,0,inf
35061451,112,1,0,inf
35010404,447,4,0,inf
35010404,8131,1,0,inf
35010404,44512,2,0,inf
35010404,44711,2,0,inf
35010404,45322,1,0,inf
35010404,71391,1,0,inf
35010404,71393,1,0,inf
35010404,81293,2,0,inf
35010404,721211,2,1,2.0
35010404,722512,4,2,2.0
35020175,447,1,4,0.25
35020175,6111,1,0,inf
35020201,6111,1,0,inf
35020201,8131,2,0,inf
35020201,721211,1,0,inf
35020202,8131,1,0,inf
35020202,44512,1,0,inf
35020202,44711,1,0,inf
35020203,447,1,1,1.0
35020203,8111,4,3,1.3333333333333333
35020203,8123,1,1,1.0
35020203,44611,1,0,inf
35020203,51111,1,0,inf
35020203,51213,1,0,inf
35020203,71212,2,0,inf
35020203,71391,2,0,inf
35020203,81293,10,0,inf
35020203,541212,1,0,inf
35020203,722511,2,1,2.0
35020203,722512,2,1,2.0
35020203,811192,2,0,inf
35020203,812114,1,0,inf
35020204,447,1,0,inf
35020204,6111,1,0,inf
35020204,8131,2,0,inf
35020204,71391,1,1,1.0
35020204,81293,1,0,inf
35020205,81293,2,0,inf
35061785,81293,2,0,inf
35061785,722511,1,0,inf
35061786,721191,1,0,inf
35061787,6111,1,0,inf
35061787,8123,1,0,inf
35061787,81293,3,0,inf
35061788,491,2,0,inf
35061788,4421,3,3,1.0
35061788,4453,2,1,2.0
35061788,4481,63,45,1.4
35061788,4482,17,10,1.7
35061788,4531,1,0,inf
35061788,5221,3,3,1.0
35061788,5613,1,3,0.3333333333333333
35061788,7224,13,10,1.3
35061788,8131,1,0,inf
35061788,8133,3,4,0.75
35061788,8134,3,3,1.0
35061788,44314,4,11,0.36363636363636365
35061788,44511,2,1,2.0
35061788,44512,3,4,0.75
35061788,44521,1,1,1.0
35061788,44522,1,1,1.0
35061788,44523,1,1,1.0
35061788,44611,3,1,3.0
35061788,44612,4,10,0.4
35061788,44711,3,0,inf
35061788,45112,3,1,3.0
35061788,45321,1,1,1.0
35061788,45322,8,2,4.0
35061788,45392,5,2,2.5
35061788,54111,1,2,0.5
35061788,54181,2,1,2.0
35061788,56151,2,3,0.6666666666666666
35061788,71212,4,0,inf
35061788,71394,2,1,2.0
35061788,72111,5,4,1.25
35061788,72112,5,0,inf
35061788,81293,13,0,inf
35061788,81392,3,4,0.75
35061788,445291,5,2,2.5
35061788,445292,6,1,6.0
35061788,446191,2,1,2.0
35061788,451310,4,1,4.0
35061788,452110,6,1,6.0
35061788,522291,2,0,inf
35061788,532111,1,0,inf
35061788,541514,1,16,0.0625
35061788,722511,44,31,1.4193548387096775
35061788,722512,33,29,1.1379310344827587
35061788,812114,7,2,3.5
35061788,812115,12,6,2.0
35061789,4481,5,4,1.25
35061789,4531,1,0,inf
35061789,6112,1,0,inf
35061789,7224,8,2,4.0
35061789,8123,1,1,1.0
35061789,8133,1,1,1.0
35061789,8134,1,4,0.25
35061789,44512,1,0,inf
35061789,44611,1,1,1.0
35061789,44711,1,0,inf
35061789,45392,3,0,inf
35061789,51111,1,1,1.0
35061789,54111,1,3,0.3333333333333333
35061789,71394,1,0,inf
35061789,81293,2,1,2.0
35061789,81392,1,2,0.5
35061789,445291,1,0,inf
35061789,451310,1,0,inf
35061789,541514,1,2,0.5
35061789,721191,1,0,inf
35061789,722511,26,24,1.0833333333333333
35061789,722512,2,4,0.5
35061789,812114,11,1,11.0
35061789,812115,2,6,0.3333333333333333
35061790,517,1,0,inf
35061790,4481,7,4,1.75
35061790,4531,1,0,inf
35061790,7224,4,5,0.8
35061790,8131,1,1,1.0
35061790,8133,1,0,inf
35061790,8134,1,1,1.0
35061790,44314,1,2,0.5
35061790,44413,1,1,1.0
35061790,44512,1,1,1.0
35061790,44523,1,0,inf
35061790,44711,1,0,inf
35061790,56151,2,2,1.0
35061790,72111,1,0,inf
35061790,72112,1,0,inf
35061790,81293,5,2,2.5
35061790,81392,1,0,inf
35061790,452110,1,0,inf
35061790,522291,1,0,inf
35061790,541212,1,0,inf
35061790,541514,2,9,0.2222222222222222
35061790,722511,8,14,0.5714285714285714
35061790,722512,6,5,1.2
35061790,812114,3,0,inf
24840041,71391,3,1,3.0
35061553,447,1,0,inf
35061553,491,1,0,inf
35061553,4453,2,2,1.0
35061553,5221,2,0,inf
35061553,6111,1,0,inf
35061553,44511,1,1,1.0
35061553,44512,1,0,inf
35061553,44611,1,1,1.0
35061553,44711,1,0,inf
35061553,45112,1,0,inf
35061553,45391,1,0,inf
35061553,81293,7,0,inf
35061553,452110,1,0,inf
35061553,722512,5,1,5.0
35061553,812114,1,0,inf
35061553,812115,1,0,inf
35061554,111,1,0,inf
35061554,112,1,0,inf
35061555,81293,1,0,inf
35061556,111,2,0,inf
35061556,112,2,0,inf
35061556,6111,1,0,inf
35061556,8111,1,1,1.0
35061556,71391,2,0,inf
35061557,6111,4,0,inf
35061557,81293,5,0,inf
35061558,81293,2,0,inf
35061559,81293,1,0,inf
35061605,5221,1,1,1.0
35061605,6113,1,0,inf
35061605,8131,1,1,1.0
35061605,81293,7,0,inf
35061605,812114,1,0,inf
35061607,6111,2,0,inf
35061607,8131,1,0,inf
35061607,8133,1,0,inf
35061607,8134,1,0,inf
35061607,44512,1,0,inf
35061607,44711,1,0,inf
35061607,81293,2,0,inf
35061607,81392,1,0,inf
35061607,812114,1,1,1.0
35061607,812115,1,0,inf
35061608,45392,1,0,inf
35061610,491,1,0,inf
35061610,6111,4,0,inf
35061610,7224,1,0,inf
35061610,8111,1,1,1.0
35061610,8131,3,1,3.0
35061610,44611,1,1,1.0
35061610,45322,1,0,inf
35061610,45391,1,0,inf
35061610,54111,1,1,1.0
35061610,81293,6,0,inf
35061610,451310,1,1,1.0
35061610,722511,2,2,1.0
35061610,722512,3,3,1.0
35061610,812114,2,0,inf
35061610,812115,1,0,inf
35061611,6111,1,0,inf
35061611,81293,1,0,inf
35061613,71393,1,0,inf
35061613,81293,4,0,inf
35061613,722511,2,3,0.6666666666666666
35061614,44512,1,0,inf
35061614,44611,1,0,inf
35061614,44711,1,0,inf
35061614,81293,15,0,inf
35061614,522291,1,0,inf
35061614,722512,2,3,0.6666666666666666
35061614,812114,2,0,inf
35061614,812115,1,1,1.0
35061616,8131,1,1,1.0
35061616,81293,3,0,inf
35061621,5221,1,1,1.0
35061621,5312,1,0,inf
35061621,6111,1,0,inf
35061621,8131,1,1,1.0
35061621,44411,1,0,inf
35061621,54111,2,3,0.6666666666666666
35061621,54131,2,2,1.0
35061621,81293,14,0,inf
35061621,722511,2,0,inf
35061621,722512,3,1,3.0
35061621,812114,1,0,inf
35061622,4421,1,0,inf
35061622,4481,1,1,1.0
35061622,5613,1,0,inf
35061622,7224,1,0,inf
35061622,8111,1,0,inf
35061622,8131,1,0,inf
35061622,8133,1,0,inf
35061622,8134,1,1,1.0
35061622,44314,2,1,2.0
35061622,45112,1,0,inf
35061622,45114,1,1,1.0
35061622,45391,1,1,1.0
35061622,54194,1,1,1.0
35061622,81293,7,0,inf
35061622,81392,1,0,inf
35061622,445291,1,0,inf
35061622,452110,1,0,inf
35061622,541212,1,0,inf
35061622,722511,5,3,1.6666666666666667
35061622,811192,1,0,inf
35061622,812114,2,0,inf
35061622,812115,1,1,1.0
35061623,54131,1,1,1.0
35061627,5221,1,2,0.5
35061627,6111,1,0,inf
35061627,7224,1,0,inf
35061627,8123,1,1,1.0
35061627,45112,1,1,1.0
35061627,45322,1,0,inf
35061627,51912,1,0,inf
35061627,54194,1,1,1.0
35061627,71212,1,0,inf
35061627,71312,1,0,inf
35061627,81293,6,0,inf
35061627,451310,1,0,inf
35061627,722512,2,0,inf
35061627,812114,2,0,inf
35061627,812115,1,0,inf
35061633,81293,7,0,inf
35061638,4453,1,1,1.0
35061638,5221,1,0,inf
35061638,44511,1,1,1.0
35061638,44611,1,0,inf
35061638,72111,1,0,inf
35061638,72112,1,0,inf
35061638,81293,3,0,inf
35061638,812114,1,0,inf
35020172,447,1,0,inf
35020172,8131,1,0,inf
35060061,44611,1,0,inf
35060061,54111,1,0,inf
35060062,45391,1,0,inf
35060062,54194,1,0,inf
35060062,81293,2,0,inf
35060069,7224,1,0,inf
35060069,44412,1,0,inf
35060069,81293,4,0,inf
35060069,522291,1,0,inf
35060069,722511,2,0,inf
35060069,722512,6,0,inf
35060069,812114,2,0,inf
35060071,447,1,0,inf
35060071,44512,1,0,inf
35060071,44711,1,0,inf
35060073,6111,1,0,inf
35060073,51912,1,0,inf
35060073,81293,2,0,inf
35060075,44521,1,0,inf
35060075,71394,1,0,inf
35060075,722511,3,0,inf
35060075,812115,1,0,inf
35020166,111,2,6,0.3333333333333333
35020166,112,2,4,0.5
35020171,111,2,4,0.5
35020171,112,2,17,0.11764705882352941
35020171,447,1,1,1.0
35020171,4453,1,1,1.0
35020171,51912,1,0,inf
35020171,81293,5,0,inf
35060049,6111,1,0,inf
35060049,8123,1,0,inf
35060049,44512,1,0,inf
35060049,44711,1,0,inf
35060049,81293,6,0,inf
35060049,722512,2,0,inf
35060049,812114,1,0,inf
35060052,447,1,0,inf
35060052,4453,2,0,inf
35060052,4481,23,0,inf
35060052,4482,5,1,5.0
35060052,5221,2,1,2.0
35060052,5312,1,3,0.3333333333333333
35060052,5613,1,0,inf
35060052,6111,2,0,inf
35060052,7224,1,0,inf
35060052,8111,2,1,2.0
35060052,8131,1,0,inf
35060052,8133,1,0,inf
35060052,8134,1,0,inf
35060052,44314,2,0,inf
35060052,44511,1,0,inf
35060052,44512,1,0,inf
35060052,44611,2,1,2.0
35060052,44612,1,0,inf
35060052,44711,1,0,inf
35060052,45112,3,0,inf
35060052,51213,1,1,1.0
35060052,52421,2,1,2.0
35060052,54111,1,1,1.0
35060052,56151,1,0,inf
35060052,71394,2,0,inf
35060052,72111,1,0,inf
35060052,72112,1,0,inf
35060052,81293,16,0,inf
35060052,81392,1,0,inf
35060052,81394,1,0,inf
35060052,445292,3,0,inf
35060052,446191,1,0,inf
35060052,451310,1,0,inf
35060052,452110,2,0,inf
35060052,722511,3,3,1.0
35060052,722512,16,1,16.0
35060052,812114,4,0,inf
35060052,812115,5,2,2.5
35060053,6111,1,0,inf
35060054,5312,1,1,1.0
35060054,6111,3,0,inf
35060054,8111,1,0,inf
35060054,44314,1,0,inf
35060054,81293,2,0,inf
35060054,722511,1,2,0.5
35060054,722512,1,0,inf
35060054,812114,1,0,inf
35060055,81293,2,0,inf
24840057,491,1,0,inf
24840057,2211,1,0,inf
24840057,8131,3,0,inf
24840057,44512,1,0,inf
24840057,44711,1,0,inf
24840057,71212,1,0,inf
24840057,72111,2,0,inf
24840057,72112,2,0,inf
24840057,81293,1,0,inf
24840057,722511,1,0,inf
35010342,111,3,6,0.5
35010342,112,3,3,1.0
35010342,71391,1,0,inf
35010342,721211,2,1,2.0
35010369,447,2,1,2.0
35010369,71211,1,0,inf
35010370,44411,1,1,1.0
35010370,81293,1,0,inf
35010327,447,1,1,1.0
35010327,8111,1,4,0.25
35010327,81293,1,0,inf
35010374,6111,1,0,inf
35020073,447,1,1,1.0
35020073,71391,1,0,inf
35010405,447,2,2,1.0
35010405,721211,1,0,inf
35010405,722511,1,3,0.3333333333333333
35060059,6111,3,0,inf
35060059,81293,4,0,inf
35020064,2211,1,0,inf
35020064,4453,1,1,1.0
35020064,44314,1,1,1.0
35020064,44413,1,0,inf
35020064,44511,2,0,inf
35020064,45112,1,1,1.0
35020064,71391,1,0,inf
35020064,81293,4,0,inf
35020064,452110,1,1,1.0
35020064,722511,1,2,0.5
35020066,4453,1,1,1.0
35020066,5221,1,1,1.0
35020066,5613,1,0,inf
35020066,6111,1,0,inf
35020066,8111,1,0,inf
35020066,44511,1,1,1.0
35020066,44611,1,1,1.0
35020066,54111,1,0,inf
35020066,81293,3,0,inf
35020067,447,1,0,inf
35020067,8131,1,0,inf
35020067,44512,1,0,inf
35020067,44611,1,0,inf
35020067,44711,1,0,inf
35020067,45112,1,0,inf
35020067,45114,1,0,inf
35020067,56151,1,0,inf
35020067,541213,1,0,inf
35020067,722511,1,0,inf
35020067,722512,1,0,inf
35020068,44411,1,0,inf
35020068,452110,1,0,inf
35020075,447,1,0,inf
35020075,4411,1,1,1.0
35020075,6111,1,0,inf
35020075,81293,4,0,inf
35020075,532112,1,0,inf
35020076,447,1,1,1.0
35020076,4411,1,0,inf
35020076,5221,1,0,inf
35020076,44511,1,0,inf
35020076,81293,1,0,inf
35020076,452110,1,0,inf
35020076,532112,1,0,inf
35020076,721191,1,0,inf
35020076,722512,1,1,1.0
35020077,447,2,0,inf
35020077,491,1,0,inf
35020077,4481,1,0,inf
35020077,4482,1,0,inf
35020077,5221,1,0,inf
35020077,8111,3,0,inf
35020077,8123,1,0,inf
35020077,44131,2,0,inf
35020077,44413,1,0,inf
35020077,44511,1,0,inf
35020077,44512,1,0,inf
